3.776674182531256463e+01,9.509607348778665425e+01,7.333339721023480706e+01,6.006651917760514436e+01,1.602385472402243494e+01,1.602145477345216307e+01,6.279319410735846319e+00,8.668452650460605469e+01,6.031094366844927634e+01,7.095322149070652529e+01,2.548157182432343681e+00,9.700603029011843148e+01,8.332804275964195995e+01,2.162774151248847687e+01,1.859158423710651320e+01,1.874874873041666490e+01,3.077210317447400456e+01,5.271326494740766577e+01,4.347852935489051873e+01,2.947729944970517124e+01,6.137936302487675988e+01,1.437963913487816292e+01,2.956839252925420780e+01,3.695300340772232772e+01,4.587896342959507479e+01,7.862500815860485659e+01,2.036754132475679313e+01,5.166632662215435801e+01,5.944524960177322725e+01,5.121816065639773541e+00,6.095071276419312056e+01,1.746715030688550740e+01,6.972633502035312070e+00,9.491411095670665077e+01,9.658038729091865093e+01,8.093553613758788856e+01,3.080907003275038392e+01,1.021837534363519495e+01,6.858118613795960528e+01,4.429517312709032950e+01,1.264280436705549349e+01,4.977010255607138589e+01,3.921657850964230363e+00,9.097738000683881410e+01,2.624860816920168460e+01,6.642096729322121007e+01,3.151525207089639125e+01,5.224676810719217457e+01,5.489767279465632299e+01,1.889301832478994214e+01,9.697367046257357970e+01,7.762571592443089230e+01,9.398014468563681589e+01,8.953532136755106308e+01
5.999104789170296925e+01,9.222648638480012551e+01,9.305003954165989910e+00,2.000029481070494697e+01,5.000115246598537233e+00,3.287036791094480037e+01,3.917339032410345823e+01,2.749922866150264156e+01,8.295938216061696835e+01,3.599695600601213386e+01,2.845298371389438685e+01,5.449826027424572317e+01,1.452196038498888342e+01,8.031859958502694496e+01,7.917789046137197140e+00,9.869525019175146952e+01,7.733835454501740969e+01,2.027221031265015583e+01,1.049450653798438715e+00,8.163841213125600405e+01,7.083230571283790766e+01,7.303621322007823835e+01,7.724139949525159921e+01,7.867442847541990858e+00,3.616733999015512779e+01,1.202897142275040565e+01,8.637879087462155780e+01,6.251816361934201183e+01,3.342435347283859670e+01,6.824055853459351617e+00,3.144274101070838867e+01,3.285574054166133351e+01,7.309581474463738004e+01,6.393696839984370683e+01,8.877766788634448858e+01,4.748538505361395323e+01,1.239962747086102013e+01,7.146785632868800064e+01,7.619811233738128919e+01,5.634708115816487606e+01,7.721123440547881955e+01,4.963266183825687961e+01,5.251191652350841110e+01,4.304033132667569106e+01,3.029203111037471086e+00,1.123519698583379345e+01,3.627203975830057825e+00,6.382283592074615086e+01,3.177842011709450531e+01,5.110278377088792467e+01,9.080286415564626168e+01,2.530457680031305756e+01,4.133310084204515533e+01,7.567733828503334337e+01
2.326541746641643371e+01,8.159501027964903841e+00,2.933026956491992010e+01,1.654151808177343952e+01,9.300491640808601801e+01,8.090797776665948504e+01,6.352367377278713434e+01,8.721032872367791811e+01,8.046537165146189352e+01,1.906372085916056491e+01,8.930962034975279096e+01,5.416455307060724778e+01,8.084029543882422786e+01,8.966108434238758207e+01,3.214134575970045660e+01,1.145016649050383784e+01,2.317954867292319676e+01,4.299722496831250140e+01,8.189246920928806617e+01,8.614269303400617162e+01,1.191736987853474927e+00,5.131935660646779240e+01,4.203239481330351168e+01,2.259972714183766129e+01,1.242660404970143873e+01,3.409270955466098485e+01,9.431951553929565080e+01,3.265869173606514408e+01,5.211966686346492850e+01,7.045038641007019464e+01,3.668114543673975447e+01,9.719231723073558271e+01,9.626350584674007393e+01,2.555233843462373500e+01,4.997622633629234912e+01,3.043739182676858235e+01,2.884162919055802732e+01,4.170251261776012797e+00,6.115165123099973243e+01,5.051656281127171866e+01,5.622135749373940783e+00,2.822532319154283798e+01,9.087245565368203870e+01,2.433640812136375686e+01,1.491703977307669859e+01,4.920054964761752103e+01,9.857222018400476315e+01,2.458449951539429179e+01,6.737748696688491634e+01,7.628115172520739407e+01,2.414493562724376829e+01,7.295752668688002984e+01,3.709442170556569351e+01,6.341443014406115708e+01
6.353620622070902613e+01,5.380958106543847208e+01,9.483832120413625333e+00,8.361259831112917595e+01,3.241761646468771119e+01,1.905859178478549509e+01,4.557126584699009442e+00,5.929384784723006163e+01,6.791765400330710634e+01,2.150488978321686950e+00,5.145325930077845555e+01,2.303632963219482477e+01,6.469469264574026113e+01,1.784945968599664923e+01,6.924830494119535729e+01,3.898016695690347433e+01,9.370463387930507793e+01,1.418333394252632829e+01,3.443610192950072246e+01,1.179061536343861327e+01,9.250701501871699861e+01,8.779526566140761190e+01,2.616519195765798145e+01,6.616841258040081186e+01,8.181360892002096818e+01,5.574248075414649861e+01,5.320023254642264732e+01,2.456430294459494235e+01,9.763725396686972147e+00,8.977296791635600925e+01,9.009159668775137675e+01,6.349359499869016332e+01,3.423346420934571910e+01,3.524635267395975546e+01,7.273259004758881474e+01,8.976247086528141494e+01,8.876509921437917683e+01,7.809761681283357859e+01,6.438214879235162869e+01,8.871926517007358015e+00,1.658205705241406847e+01,8.990614175844439160e+01,6.083969143612920050e+01,1.415106635854650019e+00,1.059641851517019440e+01,6.651842602625154655e+01,1.003627592698759230e+00,1.650040111604111459e+01,5.509901204197532110e+01,6.934357217042297350e+01,6.537014532050875459e+01,2.281479629132569897e+01,7.136183252407981570e+01,2.410628420593160826e+01
3.287726996684713754e+01,7.477589480924339682e+01,6.513847345519785392e+01,8.499772934417070758e+01,6.593248278388416850e+01,5.704670603187942390e+01,9.820639398895201211e+00,3.708772240441363266e+01,2.688763558433168299e+01,2.477696951621881638e+01,9.731455019786832850e+01,3.961322360434265732e+01,8.925863224012277897e+01,6.329829328672765598e+01,7.958372470239402219e+01,5.051239076396661432e+01,5.790193652032272809e+01,4.950551053497695619e+01,1.992667728590542708e+01,7.238398546851978210e+01,2.843685006286515105e+01,2.919438659929657121e+00,6.472449344276320460e+01,1.812251260100136818e+01,9.407562914311496627e+01,9.541589341175743755e+01,9.152900682693463352e+01,3.733079067541671492e+01,2.037933344622309129e+00,9.286769697747867269e+01,4.310432275757277409e+01,9.668215449484512192e+01,9.638018772038066118e+01,8.537444081900233073e+01,2.979766476092377658e+01,3.881722399589156680e+01,8.518809881592726185e+01,3.203373951304962475e+01,1.736452829526620434e+01,5.590172561460583722e+01,9.364740002899770843e+01,6.975496476915981248e+01,5.722108642389181199e+01,1.016906113019146929e+01,6.169321905656738636e+01,9.901035808537419314e+01,1.443835951603414003e+01,5.207380041019180794e+01,8.779862065683155947e+01,7.420647746654334753e+01,6.985306622902916729e+01,7.039716635671737777e+01,3.626936954636563826e+01,2.971238850431709011e+01
8.103143497011210172e+01,8.110628277057848834e+01,8.677369569872031718e+01,9.136743497936889469e+01,5.137856868666331422e+01,5.040087132137635706e+01,7.993037030719412428e+01,6.517141111238763074e+01,7.034570428714148704e+01,7.968137060889205259e+01,8.905553151084784247e+01,3.413051810672781272e+01,3.787050378767442993e+01,9.851203014166465266e+00,5.803887402911931304e+01,4.076256242775837535e+00,4.682700280417978433e+01,5.449314115340387588e+01,2.901085458676429951e+01,5.928790942661657226e+01,3.534774868935418368e+00,4.216144780546834170e+00,8.234875578563600129e+01,3.633896882042066068e+01,1.314252100886253594e+01,5.246320437545303150e+01,7.711435853331177270e+01,2.197419223593589521e+01,6.247760234399052592e+01,8.992072766879916301e+00,5.642331256276466256e+00,5.336978584103072620e+01,5.429319460020559518e+01,6.392427519907155187e+01,7.274608770540481828e+01,9.759728190652219837e+01,5.187188465596893394e+01,3.263416905765397047e+01,7.962102637948601114e+01,2.744780900057638462e+01,4.417765636021078990e+01,8.306409943555461695e+00,3.022398969838022253e+00,9.628351726045355008e+01,8.368002199096447669e+01,6.974943350632294425e+01,4.119081796921985017e+01,1.774278484704915471e+01,1.606548574577305999e+01,2.539916836737723571e+01,5.514805313825898736e+01,7.160229430865619804e+01,6.618963898341425534e+01,2.835342274612131419e+01
9.550909542598780888e+01,7.392074321122896663e+01,5.565822822488436827e+01,6.136621425031804478e+01,4.225020621156509293e+01,2.514923345536516663e+01,3.591928152580052824e+01,7.590568799120472931e+01,1.932152118660708906e+00,1.204922773043816520e+01,5.077262881164398500e+00,4.552515830737528191e+00,8.561832810909521640e+01,7.051395700831236013e+01,4.768029599418886022e+01,1.023449898477464792e+01,4.941577957412481936e+01,4.761044119266628627e+01,1.773358605604651217e+01,4.366823909917831514e+01,4.015122107253865380e+01,6.177708475619553496e+01,6.369181826133056035e+01,5.007748972318429637e+00,3.777395515533388703e+01,6.277306161356651870e+01,5.056205772871872739e+01,8.572073919823806420e+01,6.604001634608502513e+01,1.671197549460225318e+01,7.521590366342769229e+00,6.442071818152840024e+01,3.137875398891370349e+00,5.878467033670959552e+01,9.405290902178327883e+01,5.775968069864995869e+01,3.912290765754892874e+01,6.450717773501413888e+01,4.609616260390590270e+01,5.478887053693552645e+01,9.417574847326424958e+01,3.891721246117703714e+01,9.613846110047946070e+01,9.058238887462833588e+01,1.998121791153499416e+01,7.401449437078962745e+00,1.052741113705395115e+01,2.313071652329197647e+00,9.897074595214874648e+00,6.845917395492750757e+01,7.583270521792783825e+00,3.223807521422924793e+01,8.456509344146073204e+01,2.815557605714673617e+00
8.153961401759910643e+01,2.854455008995329379e+01,1.225740034835479797e+01,6.982534795373298664e+01,6.307981325459845579e+01,8.780846534594176944e+01,7.363956885848664058e+01,8.044635257329242961e+01,2.856243997084499497e+01,1.815523460608241990e+01,7.518616778826540781e+01,8.078005655709276311e+01,9.905526162906699028e+01,4.155545885268693240e+01,3.751579953638192677e+01,7.775308959382869034e+01,3.440995225517527700e+01,9.311035389755468827e+01,8.591206880837967219e+01,4.318490572381432457e+01,7.521167124525398151e+01,7.557701597142589378e+01,1.076082494917529431e+01,9.030401421461688471e+01,5.077261105856178602e+01,8.273251787772029786e+01,3.234493530254587057e+01,8.960456123537194628e+01,3.922556703404922729e+01,1.578346322289686743e+00,9.058550665371673460e+01,9.583024340220289261e+00,3.227170694024627551e+01,9.503116572155508379e+01,9.508541112028683528e+01,5.755706986826697147e+01,6.336780261089502631e+01,4.512032943684281605e+01,2.967447178395742213e+01,3.320212226430663804e+01,6.741558637966532785e+01,7.536126567904916840e+01,7.926211485072192886e+01,7.906700520805810584e+01,9.575007253344692160e+00,4.969482031790685284e+01,6.227096621656106556e+00,5.517812379121168220e+01,4.443228488665101139e+01,8.882656618445082586e+01,3.541604374893182694e+01,1.214816813454678268e+01,1.472767236425716675e+01,7.627030785588848971e+01
6.201269729996797508e+01,1.056170627421762909e+01,8.868627208442244836e+00,7.024642858018243885e+01,7.739919133237256332e+00,8.227507589939044408e+01,7.077110160207136857e+01,8.594203673869026616e+00,8.941352551476596133e+00,9.867063806086696331e+01,3.773994417773397458e+01,3.737889363315564850e+01,8.137355694212151036e+01,9.475123344969394168e+01,9.860710585037566034e+01,7.546112943326468780e+01,3.793782876032611995e+01,8.808321311517541830e+00,7.782611813477996066e+01,5.606122284871260320e+01,4.271008992007413951e+01,9.068226131692622971e+01,1.156414948946205890e+01,4.951619787694048824e+01,1.629687654358197291e+00,4.713173387841556661e+01,6.102175930342816024e+00,1.232238266867315701e+01,1.219386155432193597e+01,6.509642506054832722e+01,7.473146548690961311e+01,5.854519212716738252e+01,9.623616857321691498e+01,3.779962266260855586e+01,2.892835258504514329e+01,8.692561325485129942e+01,2.274778593268553806e+01,9.634064267434082751e+01,1.709370231636726079e+00,9.700294325741008095e+01,4.794411239082323029e+00,8.916873981295807994e+01,5.300626035408683379e+01,9.929999721387038392e+01,7.842758191172186422e+00,5.560850129793141861e+01,9.694560229410033969e+01,5.254823549492980561e+01,6.312516449445862321e+01,6.972699455396940493e+01,4.572683594439343580e+01,6.294202896836431194e+01,5.863927403634847479e+01,9.016522204385340444e+01
5.021914843975058496e+00,2.845583736442691603e+01,9.506594266561759810e+01,8.908124649714616794e+01,4.583784690217843405e+01,6.220319348125290304e+01,2.809942770662270206e+01,1.921805539251425188e+01,4.663799129152822331e+01,3.565854668859225285e+01,5.857378312916176810e+01,8.234596378015991647e+00,9.745228336278356096e+01,9.862796907572048610e+01,6.996709054496464830e+01,5.384158845123997850e+01,3.129799782048960921e+01,8.147260446084139573e+01,6.863075166911099245e+01,1.668038546481668405e+01,9.113725485713732155e+01,8.234245567085531547e+01,9.500509137254644543e+01,7.270909108464181259e+01,6.153481199561109349e+01,4.211518211091657804e+01,9.330648409372432184e+01,8.667335700529062592e+01,4.999257675565845993e+00,3.123513962476574424e+00,3.795810500436593315e+01,8.115005641279236670e+01,9.873397486683697366e+01,1.546648066480105399e+01,5.961600617753744302e+01,3.839864023478664024e+01,9.700648258255301926e+01,8.429083285200302100e+01,8.391370611875821339e+01,4.713496939959954091e+01,4.177454048259768626e+01,2.770400365710527169e+01,6.109361916767247713e+00,8.653987643737779933e+01,8.138365040844271903e+01,9.997190849196999807e+01,9.966536528885357882e+01,5.576545470746142996e+01,7.701424781046080170e+01,9.450419012330158353e+01,8.503991537240244725e+01,2.511113612344816559e+01,4.532914146335430416e+01,1.335136180757375080e+01
